,endTime,artistName,trackName,msPlayed,UniqueID,InLibrary,album,track_uri
970,2022-07-25 15:52,LE SSERAFIM,Sour Grapes,196540,LE SSERAFIM:Sour Grapes,0,,
971,2022-07-25 15:56,STAYC,YOUNG LUV,206080,STAYC:YOUNG LUV,0,,
972,2022-07-25 15:56,JEON SOMI,Watermelon,48036,JEON SOMI:Watermelon,0,,
973,2022-07-25 16:01,Pritam,Shayad,247941,Pritam:Shayad,0,,
974,2022-07-25 16:01,Zaeden,tere bina,8838,Zaeden:tere bina,0,,
975,2022-07-25 16:08,Mithoon,"Darkhaast (feat. Arijit Singh, Sunidhi Chauhan)",374205,"Mithoon:Darkhaast (feat. Arijit Singh, Sunidhi Chauhan)",0,,
976,2022-07-25 16:12,Rochak Kohli,Dil Na Jaaneya,230936,Rochak Kohli:Dil Na Jaaneya,0,,
977,2022-07-25 16:22,Pritam,Mehrama,90980,Pritam:Mehrama,0,,
978,2022-07-25 16:28,Mithoon,"Darkhaast (feat. Arijit Singh, Sunidhi Chauhan)",374205,"Mithoon:Darkhaast (feat. Arijit Singh, Sunidhi Chauhan)",0,,
979,2022-07-25 17:20,Jasleen Royal,Nit Nit,46084,Jasleen Royal:Nit Nit,0,,
980,2022-07-26 03:23,Mithoon,"Darkhaast (feat. Arijit Singh, Sunidhi Chauhan)",336880,"Mithoon:Darkhaast (feat. Arijit Singh, Sunidhi Chauhan)",0,,
981,2022-07-26 04:03,Mithoon,"Darkhaast (feat. Arijit Singh, Sunidhi Chauhan)",0,"Mithoon:Darkhaast (feat. Arijit Singh, Sunidhi Chauhan)",0,,
982,2022-07-26 04:06,Mithoon,"Darkhaast (feat. Arijit Singh, Sunidhi Chauhan)",70,"Mithoon:Darkhaast (feat. Arijit Singh, Sunidhi Chauhan)",0,,
983,2022-07-26 04:06,Mithoon,"Darkhaast (feat. Arijit Singh, Sunidhi Chauhan)",423700,"Mithoon:Darkhaast (feat. Arijit Singh, Sunidhi Chauhan)",0,,
984,2022-07-26 04:09,Mithoon,"Darkhaast (feat. Arijit Singh, Sunidhi Chauhan)",179890,"Mithoon:Darkhaast (feat. Arijit Singh, Sunidhi Chauhan)",0,,
985,2022-07-26 04:14,George Benson,Nothing's Gonna Change My Love for You,242478,George Benson:Nothing's Gonna Change My Love for You,1,20/20,0vB4Vd6PtkJSEnWsmqATnZ
986,2022-07-26 04:17,SEVENTEEN,IF you leave me,212506,SEVENTEEN:IF you leave me,0,,
987,2022-07-26 04:20,Halsey,So Good,176058,Halsey:So Good,1,So Good,6kxaaIeowajN7w21PfMLbu
988,2022-07-26 04:23,Ariana Grande,Touch It,194475,Ariana Grande:Touch It,0,,
989,2022-07-26 04:27,Katherine Li,Never Had a Chance,145520,Katherine Li:Never Had a Chance,1,Never Had a Chance,7kWHoZvIn3TzxUHYrszYFc
990,2022-07-26 04:33,SEVENTEEN,Shadow,212653,SEVENTEEN:Shadow,0,,
991,2022-07-26 04:37,Rihanna,Kiss It Better,253080,Rihanna:Kiss It Better,1,ANTI,0UHB9METy4VCXNgkcGqHqS
992,2022-07-26 04:41,SEVENTEEN,To you,225573,SEVENTEEN:To you,1,SEVENTEEN 9th Mini Album 'Attacca',25osmdhvjltPlN7gI2Javd
993,2022-07-26 04:44,Conan Gray,Yours,204967,Conan Gray:Yours,1,Yours,7BpqydHSxMviDR0DNTne6J
994,2022-07-26 04:48,Shawn Mendes,It'll Be Okay,222800,Shawn Mendes:It'll Be Okay,1,It'll Be Okay,2KnLkZ3z7PO3kgVGHGqDpD
995,2022-07-26 04:50,Justin Bieber,Ghost,153190,Justin Bieber:Ghost,1,,
996,2022-07-26 04:54,Paloma Faith,Only Love Can Hurt Like This,232893,Paloma Faith:Only Love Can Hurt Like This,1,A Perfect Contradiction,62ke5zFUJN6RvtXZgVH0F8
997,2022-07-26 04:57,Justin Bieber,Off My Face,156467,Justin Bieber:Off My Face,0,,
998,2022-07-26 05:00,Ariana Grande,safety net (feat. Ty Dolla $ign),192670,Ariana Grande:safety net (feat. Ty Dolla $ign),0,,
999,2022-07-26 05:01,SEVENTEEN,Domino,3210,SEVENTEEN:Domino,0,,
1000,2022-07-26 05:08,SEVENTEEN,Lie Again,200389,SEVENTEEN:Lie Again,1,An Ode,3LUwHkWsx9iljzZyqwWBHc
1001,2022-07-26 05:12,SEVENTEEN,'bout you,4114,SEVENTEEN:'bout you,0,,
1002,2022-07-26 05:12,SEVENTEEN,March,196186,SEVENTEEN:March,0,,
1003,2022-07-26 05:13,SEVENTEEN,Darl+ing,75640,SEVENTEEN:Darl+ing,1,Darl+ing,6vo0dV9t7PCQZKsLFwVwZ5
1004,2022-07-26 05:16,SEVENTEEN,_WORLD,178453,SEVENTEEN:_WORLD,0,,
1005,2022-07-26 05:47,SEVENTEEN,_WORLD,8599,SEVENTEEN:_WORLD,0,,
1006,2022-07-26 05:51,Far Caspian,A Dream of You,258000,Far Caspian:A Dream of You,0,,
1007,2022-07-26 05:53,Cigarettes After Sex,Heavenly,2109,Cigarettes After Sex:Heavenly,0,,
1008,2022-07-26 05:53,Lav,"From Me, the Moon",46518,"Lav:From Me, the Moon",0,,
1009,2022-07-26 05:58,Cigarettes After Sex,Apocalypse,290616,Cigarettes After Sex:Apocalypse,1,Cigarettes After Sex,0yc6Gst2xkRu0eMLeRMGCX
1010,2022-07-26 06:02,Blue Dahlia,1995,235754,Blue Dahlia:1995,1,1995,2AjLglUo6dT2WvXwACfsEL
1011,2022-07-26 06:06,Her's,What Once Was,255067,Her's:What Once Was,0,,
1012,2022-07-26 06:10,Stephen Sanchez,Until I Found You - Piano Version,184895,Stephen Sanchez:Until I Found You - Piano Version,1,Until I Found You,06vNG6CiV4k8oNA0wUUAO7
1013,2022-07-26 06:11,Cigarettes After Sex,Sweet,46700,Cigarettes After Sex:Sweet,1,Cigarettes After Sex,3VSYkAf6f46i5ZkXOHORq1
1014,2022-07-26 06:12,Nature TV,You and Me,52608,Nature TV:You and Me,1,You and Me,4KE91Xg3FL51yMhnpSqRvE
1015,2022-07-26 06:15,Ellie Goulding,Close To Me - Red Velvet Remix,191099,Ellie Goulding:Close To Me - Red Velvet Remix,1,Close To Me,696Y3Jx3k4Rjsw8gm2q4l4
1016,2022-07-26 06:18,SEVENTEEN,Left & Right,201773,SEVENTEEN:Left & Right,1,Heng:garæ,5QGooKayQPVZMUDc8Qt3Dm
1017,2022-07-26 06:18,SEVENTEEN,Left & Right,201773,SEVENTEEN:Left & Right,1,Heng:garæ,66orj0qtDgnU6DlmllAxbq
1018,2022-07-26 06:22,SEO EUNKWANG,No One Knows,224666,SEO EUNKWANG:No One Knows,1,FoRest : Entrance,4waCie3uzBtvA4wk0X9LHU
1019,2022-07-26 06:34,Halsey,You should be sad,83793,Halsey:You should be sad,1,Manic,7lidXGPXPYLNThITAOTlkK
1020,2022-07-26 07:47,Tribal Rain,Bhanai,229328,Tribal Rain:Bhanai,1,Roka Yo Samay,0KqEwy3JfnY6ePwdXtCAfz
1021,2022-07-26 07:50,(G)I-DLE,Oh my god - English Version,195880,(G)I-DLE:Oh my god - English Version,1,I trust,2EJbMzocEZ6VHnZKQ8pt8H
1022,2022-07-26 08:06,Crush,Beautiful,123671,Crush:Beautiful,1,"Guardian (Original Television Soundtrack), Pt. 4",6mzF8HvHdVrzJNd8M1uFCS
1023,2022-07-26 08:20,Joan Baez,Diamonds And Rust,3137,Joan Baez:Diamonds And Rust,1,Diamonds & Rust,4O0sGJdqpHMaWz7KoVd7tb
1024,2022-07-26 08:25,JOONIL JUNG,Hug Me,274881,JOONIL JUNG:Hug Me,1,Lo9ve3r4s,1dAN9YSEram61KezA9X8lx
1025,2022-07-26 16:55,SEVENTEEN,_WORLD,178453,SEVENTEEN:_WORLD,0,,
1026,2022-07-26 16:58,SEVENTEEN,_WORLD,178453,SEVENTEEN:_WORLD,0,,
1027,2022-07-26 16:59,SEVENTEEN,_WORLD,48082,SEVENTEEN:_WORLD,0,,
1028,2022-07-26 17:03,Young K,want to love you,207126,Young K:want to love you,0,,
1029,2022-07-26 17:07,DAY6,원하니까 Still,251854,DAY6:원하니까 Still,0,,
1030,2022-07-26 17:10,DAY6,Love me or Leave me,150759,DAY6:Love me or Leave me,0,,
1031,2022-07-26 17:12,The Rose,Like We Used To,164977,The Rose:Like We Used To,0,,
1032,2022-07-26 17:16,DAY6,아픈 길 hurt road,249819,DAY6:아픈 길 hurt road,0,,
1033,2022-07-26 17:20,DAY6,Like a flowing wind,202750,DAY6:Like a flowing wind,0,,
1034,2022-07-26 17:24,The Rose,Take Me Down,219367,The Rose:Take Me Down,1,Dawn,0pINNLkEkLaZnnugOPnoX3
1035,2022-07-26 17:27,ONEWE,Rain To Be,195746,ONEWE:Rain To Be,1,Planet Nine : Alter Ego,3JUy6uHdxEGf5cqk7IxDrE
1036,2022-07-26 17:30,WOOSUNG,lonely,191106,WOOSUNG:lonely,0,,
1037,2022-07-26 17:33,LUCY,I Got U,195946,LUCY:I Got U,1,Gatcha!,23W0eq63H9sTGG8SjJu6Ke
1038,2022-07-26 17:40,DAY6,I Would,95904,DAY6:I Would,0,,
1039,2022-07-26 17:44,DAY6,그렇더라고요 When you love someone,226422,DAY6:그렇더라고요 When you love someone,0,,
1040,2022-07-26 17:48,DAY6,I Loved You,234534,DAY6:I Loved You,0,,
1041,2022-07-26 18:04,DAY6,Afraid,29907,DAY6:Afraid,1,The Book of Us : The Demon,4IIzisEAQJ0pDkvHChn9O4
1042,2022-07-27 08:32,Mithoon,"Darkhaast (feat. Arijit Singh, Sunidhi Chauhan)",287920,"Mithoon:Darkhaast (feat. Arijit Singh, Sunidhi Chauhan)",0,,
1043,2022-07-27 11:26,SEVENTEEN,_WORLD,178453,SEVENTEEN:_WORLD,0,,
1044,2022-07-27 11:27,SEVENTEEN,Fallin' Flower (Korean Ver.),17602,SEVENTEEN:Fallin' Flower (Korean Ver.),0,,
1045,2022-07-27 11:27,SEVENTEEN,Domino,3047,SEVENTEEN:Domino,0,,
1046,2022-07-27 11:30,SEVENTEEN,IF you leave me,61120,SEVENTEEN:IF you leave me,0,,
1047,2022-07-27 11:40,Pritam,Shayad,247941,Pritam:Shayad,0,,
1048,2022-07-27 11:47,Mithoon,"Darkhaast (feat. Arijit Singh, Sunidhi Chauhan)",374205,"Mithoon:Darkhaast (feat. Arijit Singh, Sunidhi Chauhan)",0,,
1049,2022-07-27 11:52,Rashid Ali,Kahin To,303206,Rashid Ali:Kahin To,0,,
1050,2022-07-27 11:52,Zaeden,tere bina,4970,Zaeden:tere bina,0,,
1051,2022-07-27 12:04,Pritam,Shayad,109080,Pritam:Shayad,0,,
1052,2022-07-27 14:08,SEVENTEEN,_WORLD,37174,SEVENTEEN:_WORLD,0,,
1053,2022-07-28 07:12,The Rose,I.L.Y.,199000,The Rose:I.L.Y.,1,Void,5MkZkFLnUrsMrVKQwqv5zV
1054,2022-07-28 07:15,WOOSUNG,MOON,214906,WOOSUNG:MOON,0,,
1055,2022-07-28 07:20,Young K,want to love you,207126,Young K:want to love you,0,,
1056,2022-07-28 07:24,DAY6,I Smile,227159,DAY6:I Smile,0,,
1057,2022-07-28 07:38,DAY6,놓아 놓아 놓아 Letting Go,197853,DAY6:놓아 놓아 놓아 Letting Go,0,,
1058,2022-07-28 08:09,DAY6,놓아 놓아 놓아 Letting Go,15838,DAY6:놓아 놓아 놓아 Letting Go,0,,
1059,2022-07-28 08:28,George Benson,Nothing's Gonna Change My Love for You,201840,George Benson:Nothing's Gonna Change My Love for You,1,20/20,0vB4Vd6PtkJSEnWsmqATnZ
1060,2022-07-28 12:23,ONE OK ROCK,Save Yourself,197995,ONE OK ROCK:Save Yourself,1,Save Yourself,6jZp2rNTYVlKwt20aMIcot
1061,2022-07-28 12:28,Rihanna,Close To You,223213,Rihanna:Close To You,1,ANTI,6D2tzc8kRnZb7P1lNwMBLH
1062,2022-07-28 12:28,Halsey,So Good,21132,Halsey:So Good,1,So Good,6kxaaIeowajN7w21PfMLbu
1063,2022-07-28 13:14,Pritam,Shayad,247941,Pritam:Shayad,0,,
1064,2022-07-28 13:18,Rashid Ali,Kahin To,208477,Rashid Ali:Kahin To,0,,
1065,2022-07-30 15:22,Anson Seabra,One Day Less,207034,Anson Seabra:One Day Less,0,,
1066,2022-07-30 15:32,Anson Seabra,One Day Less,3363,Anson Seabra:One Day Less,0,,
1067,2022-07-31 09:21,5 Seconds of Summer,Teeth,204887,5 Seconds of Summer:Teeth,1,13 Reasons Why,26wLOs3ZuHJa2Ihhx6QIE6
1068,2022-07-31 09:24,Miley Cyrus,Angels Like You,196453,Miley Cyrus:Angels Like You,1,Plastic Hearts,1daDRI9ahBonbWD8YcxOIB
1069,2022-07-31 09:29,Adele,Easy On Me,14715,Adele:Easy On Me,0,,
1070,2022-07-31 09:29,Halsey,You should be sad,2045,Halsey:You should be sad,1,Manic,7lidXGPXPYLNThITAOTlkK
1071,2022-07-31 09:29,Charlie Puth,Cheating on You,196606,Charlie Puth:Cheating on You,1,Cheating on You,0ClPIeT6MSgfSgQ9ZrJbAq
1072,2022-07-31 09:32,The Weeknd,Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,191013,The Weeknd:Save Your Tears (Remix) (with Ariana Grande) - Bonus Track,0,,
1073,2022-07-31 09:38,Ariana Grande,Touch It,260000,Ariana Grande:Touch It,0,,
1074,2022-07-31 09:41,keshi,2 soon,206511,keshi:2 soon,0,,
1075,2022-07-31 09:45,Why Don't We,8 Letters,190026,Why Don't We:8 Letters,0,,
1076,2022-07-31 09:45,Selena Gomez,Lose You To Love Me,8122,Selena Gomez:Lose You To Love Me,1,Lose You To Love Me,1HfMVBKM75vxSfsQ5VefZ5
1077,2022-07-31 09:47,Justin Bieber,Ghost,153190,Justin Bieber:Ghost,1,,
1078,2022-07-31 09:58,Justin Timberlake,Mirrors,48669,Justin Timberlake:Mirrors,0,,
1079,2022-07-31 13:05,Far Caspian,A Dream of You,156247,Far Caspian:A Dream of You,0,,
1080,2022-07-31 13:08,Taylor Swift,Afterglow,1230,Taylor Swift:Afterglow,0,,
1081,2022-07-31 13:08,Charlie Puth,Light Switch,1450,Charlie Puth:Light Switch,0,,
1082,2022-07-31 13:08,keshi,2 soon,6384,keshi:2 soon,0,,
1083,2022-07-31 13:08,Justin Bieber,Ghost,153190,Justin Bieber:Ghost,1,,
1084,2022-07-31 13:26,Taylor Swift,Back To December,145360,Taylor Swift:Back To December,0,,
1085,2022-08-01 03:10,Clinton Kane,MAYBE SOMEDAY IT'LL ALL BE OK,25386,Clinton Kane:MAYBE SOMEDAY IT'LL ALL BE OK,0,,
1086,2022-08-01 03:10,Clinton Kane,I WISH I COULD HATE YOU FOR BREAKING ME AND CALLING IT LOVE,107085,Clinton Kane:I WISH I COULD HATE YOU FOR BREAKING ME AND CALLING IT LOVE,0,,
1087,2022-08-01 03:15,Clinton Kane,KEEP IT TO YOURSELF,114073,Clinton Kane:KEEP IT TO YOURSELF,0,,
1088,2022-08-01 03:18,Clinton Kane,I GUESS I'M IN LOVE,204093,Clinton Kane:I GUESS I'M IN LOVE,1,I GUESS I'M IN LOVE,1is8gU4RVcN4J8xItxWoOY
1089,2022-08-01 03:22,Clinton Kane,CHICKEN TENDIES,196844,Clinton Kane:CHICKEN TENDIES,0,,
1090,2022-08-01 03:34,Clinton Kane,I GUESS I'M IN LOVE,123746,Clinton Kane:I GUESS I'M IN LOVE,1,I GUESS I'M IN LOVE,1is8gU4RVcN4J8xItxWoOY
1091,2022-08-01 04:02,George Benson,Nothing's Gonna Change My Love for You,242678,George Benson:Nothing's Gonna Change My Love for You,1,20/20,0vB4Vd6PtkJSEnWsmqATnZ
1092,2022-08-01 04:05,ONE OK ROCK,Save Yourself,197995,ONE OK ROCK:Save Yourself,1,Save Yourself,6jZp2rNTYVlKwt20aMIcot
1093,2022-08-01 04:09,Rihanna,Close To You,223213,Rihanna:Close To You,1,ANTI,6D2tzc8kRnZb7P1lNwMBLH
1094,2022-08-01 04:12,Halsey,So Good,176058,Halsey:So Good,1,So Good,6kxaaIeowajN7w21PfMLbu
1095,2022-08-01 04:26,Joji,Glimpse of Us,407289,Joji:Glimpse of Us,1,Glimpse of Us,6xGruZOHLs39ZbVccQTuPZ
1096,2022-08-01 04:40,Rihanna,Kiss It Better,115447,Rihanna:Kiss It Better,1,ANTI,0UHB9METy4VCXNgkcGqHqS
1097,2022-08-01 04:44,NCT DREAM,To My First,183293,NCT DREAM:To My First,1,Beatbox - The 2nd Album Repackage,7cjojsJwncbiCI0rqOOf9j
1098,2022-08-01 04:48,Shawn Mendes,It'll Be Okay,222800,Shawn Mendes:It'll Be Okay,1,It'll Be Okay,2KnLkZ3z7PO3kgVGHGqDpD
1099,2022-08-01 05:07,Taylor Swift,This Love (Taylor’s Version),26059,Taylor Swift:This Love (Taylor’s Version),1,This Love (Taylor’s Version),4d1CG5ei1E2vGbvmgf5KKv
1100,2022-08-01 06:14,Pritam,Shayad,13134,Pritam:Shayad,0,,
1101,2022-08-01 06:14,Salim–Sulaiman,Aadha Ishq,283715,Salim–Sulaiman:Aadha Ishq,0,,
1102,2022-08-01 06:39,Salim–Sulaiman,Aadha Ishq,283715,Salim–Sulaiman:Aadha Ishq,0,,
1103,2022-08-01 06:43,Pritam,Raabta,243578,Pritam:Raabta,0,,
1104,2022-08-01 06:44,Mithoon,"Darkhaast (feat. Arijit Singh, Sunidhi Chauhan)",7394,"Mithoon:Darkhaast (feat. Arijit Singh, Sunidhi Chauhan)",0,,
1105,2022-08-01 06:44,Pritam,Shayad,19935,Pritam:Shayad,0,,
1106,2022-08-01 06:44,Rashid Ali,Kahin To,645,Rashid Ali:Kahin To,0,,
1107,2022-08-01 06:44,Zaeden,tere bina,0,Zaeden:tere bina,0,,
1108,2022-08-01 07:11,Salim–Sulaiman,Aadha Ishq,274920,Salim–Sulaiman:Aadha Ishq,0,,
1109,2022-08-01 08:25,Salim–Sulaiman,Aadha Ishq,285728,Salim–Sulaiman:Aadha Ishq,0,,
1110,2022-08-01 08:37,Pritam,Raabta,94184,Pritam:Raabta,0,,
1111,2022-08-01 08:45,Pritam,Raabta,33314,Pritam:Raabta,0,,
1112,2022-08-01 08:59,Salim–Sulaiman,Aadha Ishq,244423,Salim–Sulaiman:Aadha Ishq,0,,
1113,2022-08-01 12:29,Pritam,Raabta,243578,Pritam:Raabta,0,,
1114,2022-08-01 12:42,Pritam,Shayad,81600,Pritam:Shayad,0,,
1115,2022-08-01 13:17,Travis Scott,SICKO MODE,75520,Travis Scott:SICKO MODE,0,,
1116,2022-08-01 13:45,Tribal Rain,Bhanai,0,Tribal Rain:Bhanai,1,Roka Yo Samay,0KqEwy3JfnY6ePwdXtCAfz
1117,2022-08-01 13:46,Tribal Rain,Bhanai,40,Tribal Rain:Bhanai,1,Roka Yo Samay,0KqEwy3JfnY6ePwdXtCAfz
1118,2022-08-01 13:46,Tribal Rain,Bhanai,0,Tribal Rain:Bhanai,1,Roka Yo Samay,0KqEwy3JfnY6ePwdXtCAfz
1119,2022-08-01 13:46,Tribal Rain,Bhanai,23,Tribal Rain:Bhanai,1,Roka Yo Samay,0KqEwy3JfnY6ePwdXtCAfz
1120,2022-08-01 13:46,Tribal Rain,Bhanai,43777,Tribal Rain:Bhanai,1,Roka Yo Samay,0KqEwy3JfnY6ePwdXtCAfz
1121,2022-08-01 13:46,Tribal Rain,Bhanai,2567,Tribal Rain:Bhanai,1,Roka Yo Samay,0KqEwy3JfnY6ePwdXtCAfz
1122,2022-08-01 13:46,Tribal Rain,Bhanai,654,Tribal Rain:Bhanai,1,Roka Yo Samay,0KqEwy3JfnY6ePwdXtCAfz
1123,2022-08-01 13:46,Tribal Rain,Bhanai,2553,Tribal Rain:Bhanai,1,Roka Yo Samay,0KqEwy3JfnY6ePwdXtCAfz
1124,2022-08-01 13:46,Tribal Rain,Bhanai,1682,Tribal Rain:Bhanai,1,Roka Yo Samay,0KqEwy3JfnY6ePwdXtCAfz
1125,2022-08-01 13:47,Tribal Rain,Bhanai,5265,Tribal Rain:Bhanai,1,Roka Yo Samay,0KqEwy3JfnY6ePwdXtCAfz
1126,2022-08-01 13:50,Tribal Rain,Bhanai,167858,Tribal Rain:Bhanai,1,Roka Yo Samay,0KqEwy3JfnY6ePwdXtCAfz
1127,2022-08-01 14:00,Ber,Meant To Be,152424,Ber:Meant To Be,0,,
1128,2022-08-01 14:38,Billy Joel,Vienna,80,Billy Joel:Vienna,1,The Stranger (Legacy Edition),4U45aEWtQhrm8A5mxPaFZ7
1129,2022-08-01 14:55,Billy Joel,Vienna,1255,Billy Joel:Vienna,1,The Stranger (Legacy Edition),4U45aEWtQhrm8A5mxPaFZ7
1130,2022-08-01 15:04,Arko,Meherbani,74050,Arko:Meherbani,0,,
1131,2022-08-01 15:14,Billy Joel,Vienna,186440,Billy Joel:Vienna,1,The Stranger (Legacy Edition),4U45aEWtQhrm8A5mxPaFZ7
1132,2022-08-01 15:22,Billy Joel,Vienna,221122,Billy Joel:Vienna,1,The Stranger (Legacy Edition),4U45aEWtQhrm8A5mxPaFZ7
1133,2022-08-01 15:23,Billy Joel,Vienna,20210,Billy Joel:Vienna,1,The Stranger (Legacy Edition),4U45aEWtQhrm8A5mxPaFZ7
1134,2022-08-01 15:43,Billy Joel,Vienna,85778,Billy Joel:Vienna,1,The Stranger (Legacy Edition),4U45aEWtQhrm8A5mxPaFZ7
1135,2022-08-01 15:46,Clinton Kane,I GUESS I'M IN LOVE,204093,Clinton Kane:I GUESS I'M IN LOVE,1,I GUESS I'M IN LOVE,1is8gU4RVcN4J8xItxWoOY
1136,2022-08-01 15:50,Clinton Kane,I GUESS I'M IN LOVE,12314,Clinton Kane:I GUESS I'M IN LOVE,1,I GUESS I'M IN LOVE,1is8gU4RVcN4J8xItxWoOY
1137,2022-08-01 15:54,Clinton Kane,forget about us,184050,Clinton Kane:forget about us,1,hopeless,1J5Vc7uzVstxzSt1A6LGzW
1138,2022-08-02 04:09,Clinton Kane,remember the mornings,110089,Clinton Kane:remember the mornings,0,,
1139,2022-08-02 04:12,shy martin,Are you happy?,157555,shy martin:Are you happy?,0,,
1140,2022-08-02 04:15,Ghostly Kisses,"Heaven, Wait",166544,"Ghostly Kisses:Heaven, Wait",0,,
1141,2022-08-02 04:19,STAYC,YOUNG LUV,206080,STAYC:YOUNG LUV,0,,
1142,2022-08-02 04:30,JEON SOMI,Watermelon,47060,JEON SOMI:Watermelon,0,,
1143,2022-08-02 05:02,Charlie Puth,Left and Right (Feat. Jung Kook of BTS),154486,Charlie Puth:Left and Right (Feat. Jung Kook of BTS),0,,
1144,2022-08-02 05:05,Charlie Puth,Left and Right (Feat. Jung Kook of BTS),154486,Charlie Puth:Left and Right (Feat. Jung Kook of BTS),0,,
1145,2022-08-02 05:08,Charlie Puth,Left and Right (Feat. Jung Kook of BTS),154486,Charlie Puth:Left and Right (Feat. Jung Kook of BTS),0,,
1146,2022-08-02 05:19,Charlie Puth,Left and Right (Feat. Jung Kook of BTS),2446,Charlie Puth:Left and Right (Feat. Jung Kook of BTS),0,,
1147,2022-08-02 07:05,Rihanna,Close To You,142680,Rihanna:Close To You,1,ANTI,6D2tzc8kRnZb7P1lNwMBLH
1148,2022-08-02 07:19,Halsey,So Good,100080,Halsey:So Good,1,So Good,6kxaaIeowajN7w21PfMLbu
1149,2022-08-02 07:34,Halsey,So Good,37748,Halsey:So Good,1,So Good,6kxaaIeowajN7w21PfMLbu
1150,2022-08-02 07:47,Rihanna,Close To You,175463,Rihanna:Close To You,1,ANTI,6D2tzc8kRnZb7P1lNwMBLH
1151,2022-08-02 13:20,George Benson,Nothing's Gonna Change My Love for You,97840,George Benson:Nothing's Gonna Change My Love for You,1,20/20,0vB4Vd6PtkJSEnWsmqATnZ
1152,2022-08-02 13:33,Halsey,Is There Somewhere,211669,Halsey:Is There Somewhere,1,Room 93,5XijWLBY0vwl5MPUpQA2Ha
1153,2022-08-02 13:38,YUNGBLUD,11 Minutes (with Halsey feat. Travis Barker),239507,YUNGBLUD:11 Minutes (with Halsey feat. Travis Barker),0,,
1154,2022-08-02 13:41,Halsey,Now Or Never,214801,Halsey:Now Or Never,0,,
1155,2022-08-02 13:41,Halsey,Graveyard - Stripped,15796,Halsey:Graveyard - Stripped,0,,
1156,2022-08-02 13:42,Halsey,Still Learning,3130,Halsey:Still Learning,1,Manic,2Mfv5HaqnI18Q9JRv9hqnn
1157,2022-08-02 13:45,Halsey,Ya'aburnee,188413,Halsey:Ya'aburnee,1,"If I Can’t Have Love, I Want Power",6PkHFPxrvlXXVnJTONwsjc
1158,2022-08-02 13:48,Halsey,1121,162520,Halsey:1121,0,,
1159,2022-08-03 02:56,Conan Gray,Yours,204967,Conan Gray:Yours,1,Yours,7BpqydHSxMviDR0DNTne6J
1160,2022-08-03 03:07,keshi,as long as it takes you,161113,keshi:as long as it takes you,1,as long as it takes you,2XpmzywSGH1OILU0mxSHBy
1161,2022-08-03 03:13,Halsey,Without Me,49329,Halsey:Without Me,0,,
1162,2022-08-03 03:19,Conan Gray,Astronomy,122160,Conan Gray:Astronomy,1,Astronomy,0KmgJyW4GDgonqsoyx0CZ3
1163,2022-08-03 06:02,Kris Allen,Lost,8297,Kris Allen:Lost,0,,
1164,2022-08-03 06:02,Paloma Faith,Only Love Can Hurt Like This,232893,Paloma Faith:Only Love Can Hurt Like This,1,A Perfect Contradiction,62ke5zFUJN6RvtXZgVH0F8
1165,2022-08-03 06:07,Little Mix,"Secret Love Song, Pt. II",266925,"Little Mix:Secret Love Song, Pt. II",0,,
1166,2022-08-03 06:08,Harry Styles,Falling,2804,Harry Styles:Falling,1,Fine Line,1ZMiCix7XSAbfAJlEZWMCp
1167,2022-08-03 06:11,One Direction,Love You Goodbye,196933,One Direction:Love You Goodbye,0,,
1168,2022-08-03 06:12,Harry Styles,To Be So Lonely,37586,Harry Styles:To Be So Lonely,0,,
1169,2022-08-03 06:12,Coldplay,Another's Arms,0,Coldplay:Another's Arms,0,,
1170,2022-08-03 06:12,Alessia Cara,River Of Tears,1722,Alessia Cara:River Of Tears,0,,
1171,2022-08-03 06:16,gnash,"i hate u, i love u (feat. olivia o'brien)",251033,"gnash:i hate u, i love u (feat. olivia o'brien)",0,,
1172,2022-08-03 06:17,Anson Seabra,Robin Hood,1156,Anson Seabra:Robin Hood,0,,
1173,2022-08-03 06:17,Kodaline,All I Want,2211,Kodaline:All I Want,1,In A Perfect World (Deluxe),2jTidefcsTu6VQhpIImJrt
1174,2022-08-03 06:17,Christina Perri,the lonely,14908,Christina Perri:the lonely,0,,
1175,2022-08-03 06:30,Demi Lovato,Skyscraper,116760,Demi Lovato:Skyscraper,0,,
1176,2022-08-03 08:20,TAEYEON,Fine,4184,TAEYEON:Fine,1,My Voice - The 1st Album,6CdUgvL597jWmW4w8P5kHs
1177,2022-08-03 08:20,Clinton Kane,forget about us,184050,Clinton Kane:forget about us,1,hopeless,1J5Vc7uzVstxzSt1A6LGzW
1178,2022-08-03 08:26,George Benson,Nothing's Gonna Change My Love for You,180294,George Benson:Nothing's Gonna Change My Love for You,1,20/20,0vB4Vd6PtkJSEnWsmqATnZ
1179,2022-08-03 08:30,NCT DREAM,To My First,183293,NCT DREAM:To My First,1,Beatbox - The 2nd Album Repackage,7cjojsJwncbiCI0rqOOf9j
1180,2022-08-03 08:43,Shawn Mendes,It'll Be Okay,182131,Shawn Mendes:It'll Be Okay,1,It'll Be Okay,2KnLkZ3z7PO3kgVGHGqDpD
1181,2022-08-03 11:25,Shawn Mendes,It'll Be Okay,17800,Shawn Mendes:It'll Be Okay,1,It'll Be Okay,2KnLkZ3z7PO3kgVGHGqDpD
